cell_id,district,latitude,longitude,spatial_block_id,slope_mean,elevation_mean,curvature_mean,twi_mean,terrain_susceptibility_score,terrain_susceptibility_class,pu_terrain_similarity,pu_similarity_class,primary_terrain_contributors,label_status,historical_event_id
KOH_02481,Kohima,25.792562,94.084309,BLK_KOH_R17_C24,16.317703,1123.426514,-0.031646,6.163389,55.33,MODERATE,0.8103,HIGH_TERRAIN_SIMILARITY,"Slope (42%), TWI (24%), Curvature (15%), Relief (19%)",UNKNOWN,
KOH_02482,Kohima,25.797076,94.084351,BLK_KOH_R17_C24,18.155842,1109.372925,0.01015,6.145398,57.4,MODERATE,0.9037,HIGH_TERRAIN_SIMILARITY,"Slope (48%), TWI (23%), Curvature (13%), Relief (16%)",UNKNOWN,
KOH_02483,Kohima,25.80159,94.084392,BLK_KOH_R17_C24,27.663353,1080.739014,0.12872,5.348756,61.25,MODERATE,0.778,HIGH_TERRAIN_SIMILARITY,"Slope (54%), TWI (14%), Curvature (8%), Relief (24%)",UNKNOWN,
KOH_02484,Kohima,25.806105,94.084433,BLK_KOH_R17_C24,24.38249,977.708069,0.045923,5.75111,60.89,MODERATE,0.9027,HIGH_TERRAIN_SIMILARITY,"Slope (51%), TWI (18%), Curvature (11%), Relief (20%)",UNKNOWN,
KOH_02485,Kohima,25.810619,94.084474,BLK_KOH_R18_C24,28.83548,911.471497,-0.189836,6.122154,74.2,HIGH,0.7109,MODERATE_TERRAIN_SIMILARITY,"Slope (46%), TWI (18%), Curvature (16%), Relief (20%)",UNKNOWN,
KOH_02486,Kohima,25.815133,94.084515,BLK_KOH_R18_C24,23.868307,823.259766,-0.247962,6.245649,74.11,HIGH,0.6223,MODERATE_TERRAIN_SIMILARITY,"Slope (43%), TWI (19%), Curvature (18%), Relief (20%)",UNKNOWN,
KOH_02487,Kohima,25.819647,94.084556,BLK_KOH_R18_C24,20.288311,764.716858,-0.096594,5.854435,57.27,MODERATE,0.7292,MODERATE_TERRAIN_SIMILARITY,"Slope (45%), TWI (20%), Curvature (17%), Relief (18%)",UNKNOWN,
KOH_02488,Kohima,25.824161,94.084597,BLK_KOH_R18_C24,18.732212,824.092896,-0.002349,6.074995,54.57,MODERATE,0.6779,MODERATE_TERRAIN_SIMILARITY,"Slope (43%), TWI (24%), Curvature (14%), Relief (19%)",UNKNOWN,
KOH_02489,Kohima,25.828676,94.084638,BLK_KOH_R18_C24,22.943573,967.390076,0.178843,5.211835,49.36,LOW,0.6665,MODERATE_TERRAIN_SIMILARITY,"Slope (55%), TWI (15%), Curvature (7%), Relief (23%)",UNKNOWN,
KOH_02490,Kohima,25.83319,94.084679,BLK_KOH_R18_C24,21.658735,907.887085,-0.05042,5.880604,59.94,MODERATE,0.8296,HIGH_TERRAIN_SIMILARITY,"Slope (44%), TWI (20%), Curvature (14%), Relief (22%)",UNKNOWN,
KOH_02491,Kohima,25.837704,94.084721,BLK_KOH_R18_C24,19.241127,788.990967,-0.094814,6.464329,60.0,MODERATE,0.6508,MODERATE_TERRAIN_SIMILARITY,"Slope (41%), TWI (26%), Curvature (16%), Relief (17%)",UNKNOWN,
KOH_02492,Kohima,25.842218,94.084762,BLK_KOH_R18_C24,19.206825,765.546753,-0.151212,6.356012,58.89,MODERATE,0.6754,MODERATE_TERRAIN_SIMILARITY,"Slope (44%), TWI (25%), Curvature (19%), Relief (12%)",UNKNOWN,
KOH_02493,Kohima,25.846733,94.084803,BLK_KOH_R18_C24,23.435684,904.24054,0.030562,5.681203,64.69,MODERATE,0.7728,HIGH_TERRAIN_SIMILARITY,"Slope (50%), TWI (16%), Curvature (11%), Relief (23%)",UNKNOWN,
KOH_02494,Kohima,25.851247,94.084844,BLK_KOH_R18_C24,23.558268,1007.829163,0.080255,5.741862,59.23,MODERATE,0.9116,HIGH_TERRAIN_SIMILARITY,"Slope (50%), TWI (18%), Curvature (10%), Relief (22%)",UNKNOWN,
KOH_02495,Kohima,25.855761,94.084885,BLK_KOH_R19_C24,21.215942,995.942383,0.036196,6.129459,57.99,MODERATE,0.8231,HIGH_TERRAIN_SIMILARITY,"Slope (44%), TWI (23%), Curvature (12%), Relief (21%)",UNKNOWN,
KOH_02496,Kohima,25.860275,94.084927,BLK_KOH_R19_C24,21.098772,869.330383,-0.098561,6.581102,66.83,MODERATE,0.7044,MODERATE_TERRAIN_SIMILARITY,"Slope (39%), TWI (24%), Curvature (15%), Relief (22%)",UNKNOWN,
KOH_02497,Kohima,25.864789,94.084968,BLK_KOH_R19_C24,20.422836,816.949585,-0.016852,5.994648,57.38,MODERATE,0.7456,MODERATE_TERRAIN_SIMILARITY,"Slope (44%), TWI (22%), Curvature (14%), Relief (20%)",UNKNOWN,
KOH_02498,Kohima,25.869304,94.085009,BLK_KOH_R19_C24,21.769341,770.252319,0.189432,5.386662,49.92,LOW,0.6298,MODERATE_TERRAIN_SIMILARITY,"Slope (55%), TWI (17%), Curvature (6%), Relief (22%)",UNKNOWN,
KOH_02499,Kohima,25.873818,94.08505,BLK_KOH_R19_C24,21.560867,687.65741,-0.140896,6.249354,63.19,MODERATE,0.6687,MODERATE_TERRAIN_SIMILARITY,"Slope (45%), TWI (22%), Curvature (17%), Relief (16%)",UNKNOWN,
KOH_02500,Kohima,25.878332,94.085091,BLK_KOH_R19_C24,25.902885,790.213013,0.094274,5.618252,61.58,MODERATE,0.7481,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (16%), Curvature (9%), Relief (25%)",UNKNOWN,
KOH_02501,Kohima,25.882846,94.085133,BLK_KOH_R19_C24,22.945724,878.208984,0.084065,5.691899,57.08,MODERATE,0.8212,HIGH_TERRAIN_SIMILARITY,"Slope (49%), TWI (19%), Curvature (10%), Relief (22%)",UNKNOWN,
KOH_02502,Kohima,25.88736,94.085174,BLK_KOH_R19_C24,18.171621,885.211853,0.028419,5.686893,49.13,LOW,0.6804,MODERATE_TERRAIN_SIMILARITY,"Slope (47%), TWI (21%), Curvature (14%), Relief (18%)",UNKNOWN,
KOH_02503,Kohima,25.891875,94.085215,BLK_KOH_R19_C24,18.912167,771.237366,0.012743,5.983334,55.69,MODERATE,0.7297,MODERATE_TERRAIN_SIMILARITY,"Slope (45%), TWI (22%), Curvature (13%), Relief (20%)",UNKNOWN,
KOH_02504,Kohima,25.896389,94.085257,BLK_KOH_R19_C24,16.200441,645.502747,-0.058787,6.141346,53.79,MODERATE,0.5369,MODERATE_TERRAIN_SIMILARITY,"Slope (41%), TWI (25%), Curvature (16%), Relief (18%)",UNKNOWN,
KOH_02505,Kohima,25.900903,94.085298,BLK_KOH_R20_C24,15.542251,544.63501,-0.085953,6.357923,52.06,MODERATE,0.3957,LOW_TERRAIN_SIMILARITY,"Slope (40%), TWI (28%), Curvature (18%), Relief (14%)",UNKNOWN,
KOH_02506,Kohima,25.905417,94.085339,BLK_KOH_R20_C24,17.875338,493.133789,-0.014854,6.066123,54.41,MODERATE,0.4933,MODERATE_TERRAIN_SIMILARITY,"Slope (44%), TWI (24%), Curvature (14%), Relief (18%)",UNKNOWN,
KOH_02507,Kohima,25.909931,94.08538,BLK_KOH_R20_C24,17.331308,458.547607,-0.036332,5.987118,52.07,MODERATE,0.405,MODERATE_TERRAIN_SIMILARITY,"Slope (43%), TWI (24%), Curvature (16%), Relief (17%)",UNKNOWN,
KOH_02508,Kohima,25.914445,94.085422,BLK_KOH_R20_C24,18.185076,539.75415,0.078153,5.729528,49.0,LOW,0.465,MODERATE_TERRAIN_SIMILARITY,"Slope (47%), TWI (22%), Curvature (12%), Relief (19%)",UNKNOWN,
KOH_02509,Kohima,25.91896,94.085463,BLK_KOH_R20_C24,21.903526,496.535034,-0.146205,6.18739,60.54,MODERATE,0.5043,MODERATE_TERRAIN_SIMILARITY,"Slope (45%), TWI (23%), Curvature (18%), Relief (14%)",UNKNOWN,
KOH_02510,Kohima,25.923474,94.085504,BLK_KOH_R20_C24,23.556808,584.398132,0.070751,5.472682,55.14,MODERATE,0.5902,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (17%), Curvature (11%), Relief (20%)",UNKNOWN,
KOH_02511,Kohima,25.927988,94.085546,BLK_KOH_R20_C24,24.164583,607.614075,-0.029081,5.665294,63.66,MODERATE,0.6471,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (16%), Curvature (13%), Relief (23%)",UNKNOWN,
KOH_02512,Kohima,25.932502,94.085587,BLK_KOH_R20_C24,20.673306,556.416016,-0.027922,6.100597,61.48,MODERATE,0.5953,MODERATE_TERRAIN_SIMILARITY,"Slope (44%), TWI (21%), Curvature (13%), Relief (22%)",UNKNOWN,
KOH_02513,Kohima,25.937016,94.085629,BLK_KOH_R20_C24,17.188663,506.634399,-0.108866,6.570922,57.22,MODERATE,0.3819,LOW_TERRAIN_SIMILARITY,"Slope (39%), TWI (28%), Curvature (17%), Relief (16%)",UNKNOWN,
KOH_02514,Kohima,25.94153,94.08567,BLK_KOH_R20_C24,23.087782,547.928284,0.113841,5.69416,59.62,MODERATE,0.5527,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (18%), Curvature (8%), Relief (23%)",UNKNOWN,
KOH_02515,Kohima,25.946045,94.085711,BLK_KOH_R21_C24,23.319494,554.476685,0.1157,5.488607,55.35,MODERATE,0.5517,MODERATE_TERRAIN_SIMILARITY,"Slope (54%), TWI (17%), Curvature (9%), Relief (20%)",UNKNOWN,
KOH_02516,Kohima,25.950559,94.085753,BLK_KOH_R21_C24,16.888044,536.993042,0.106804,5.69065,45.95,LOW,0.4773,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (23%), Curvature (11%), Relief (15%)",UNKNOWN,
KOH_02517,Kohima,25.955073,94.085794,BLK_KOH_R21_C24,22.548075,473.817169,0.239747,5.322352,52.71,MODERATE,0.3917,LOW_TERRAIN_SIMILARITY,"Slope (57%), TWI (16%), Curvature (4%), Relief (23%)",UNKNOWN,
KOH_02518,Kohima,25.959587,94.085836,BLK_KOH_R21_C24,27.131721,391.656128,-0.215203,5.705179,68.88,MODERATE,0.3352,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (15%), Curvature (18%), Relief (16%)",UNKNOWN,
KOH_02519,Kohima,25.964101,94.085877,BLK_KOH_R21_C24,27.087383,434.23764,0.079087,5.244589,59.39,MODERATE,0.4124,MODERATE_TERRAIN_SIMILARITY,"Slope (56%), TWI (13%), Curvature (10%), Relief (21%)",UNKNOWN,
KOH_02520,Kohima,25.968615,94.085919,BLK_KOH_R21_C24,23.715778,431.103851,0.029904,5.340035,55.04,MODERATE,0.4588,MODERATE_TERRAIN_SIMILARITY,"Slope (55%), TWI (15%), Curvature (12%), Relief (18%)",UNKNOWN,
KOH_02521,Kohima,25.973129,94.08596,BLK_KOH_R21_C24,26.096184,478.583405,-0.199061,5.7075,65.55,MODERATE,0.4632,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (16%), Curvature (18%), Relief (17%)",UNKNOWN,
KOH_02522,Kohima,25.977644,94.086001,BLK_KOH_R21_C24,27.915485,587.91687,-0.155447,5.792472,72.69,HIGH,0.4791,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (15%), Curvature (15%), Relief (21%)",UNKNOWN,
KOH_02523,Kohima,25.982158,94.086043,BLK_KOH_R21_C24,26.581812,723.97345,0.350732,5.11933,52.43,MODERATE,0.3537,LOW_TERRAIN_SIMILARITY,"Slope (65%), TWI (13%), Curvature (0%), Relief (22%)",UNKNOWN,
KOH_02524,Kohima,25.986672,94.086084,BLK_KOH_R21_C24,22.965384,555.428284,-0.142094,6.276488,70.35,HIGH,0.5314,MODERATE_TERRAIN_SIMILARITY,"Slope (44%), TWI (20%), Curvature (15%), Relief (21%)",UNKNOWN,
KOH_02525,Kohima,25.991186,94.086126,BLK_KOH_R22_C24,25.669546,574.632996,0.047877,5.250093,56.39,MODERATE,0.5488,MODERATE_TERRAIN_SIMILARITY,"Slope (54%), TWI (14%), Curvature (11%), Relief (21%)",UNKNOWN,
KOH_02526,Kohima,25.9957,94.086167,BLK_KOH_R22_C24,23.265436,517.382568,-0.120308,5.681149,59.38,MODERATE,0.5466,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (18%), Curvature (17%), Relief (17%)",UNKNOWN,
KOH_02527,Kohima,25.999092,94.085841,BLK_KOH_R22_C24,24.064465,581.106201,0.650419,4.885139,45.55,LOW,0.1009,DISSIMILAR_TERRAIN,"Slope (67%), TWI (12%), Curvature (0%), Relief (21%)",UNKNOWN,
KOH_02528,Kohima,25.554671,94.087729,BLK_KOH_R12_C24,23.399759,2670.526611,-0.117679,5.87279,58.14,MODERATE,0.0917,DISSIMILAR_TERRAIN,"Slope (45%), TWI (20%), Curvature (17%), Relief (18%)",UNKNOWN,
KOH_02529,Kohima,25.55778,94.087164,BLK_KOH_R12_C24,28.925774,2679.019287,0.212212,5.078152,60.68,MODERATE,0.0557,DISSIMILAR_TERRAIN,"Slope (60%), TWI (11%), Curvature (4%), Relief (25%)",UNKNOWN,
KOH_02530,Kohima,25.562295,94.087205,BLK_KOH_R12_C24,40.979404,2545.987549,-0.236295,5.303547,80.96,HIGH,0.0176,DISSIMILAR_TERRAIN,"Slope (56%), TWI (10%), Curvature (16%), Relief (18%)",UNKNOWN,
KOH_02531,Kohima,25.566809,94.087245,BLK_KOH_R12_C24,40.866558,2614.916992,0.219252,4.784142,67.47,MODERATE,0.0123,DISSIMILAR_TERRAIN,"Slope (67%), TWI (7%), Curvature (4%), Relief (22%)",UNKNOWN,
KOH_02532,Kohima,25.571323,94.087286,BLK_KOH_R12_C24,40.79808,2460.663086,-0.127671,5.454653,79.46,HIGH,0.0285,DISSIMILAR_TERRAIN,"Slope (57%), TWI (11%), Curvature (13%), Relief (19%)",UNKNOWN,
KOH_02533,Kohima,25.575838,94.087327,BLK_KOH_R12_C24,39.887604,2474.804199,-0.074637,5.117192,76.16,HIGH,0.0397,DISSIMILAR_TERRAIN,"Slope (59%), TWI (9%), Curvature (12%), Relief (20%)",UNKNOWN,
KOH_02534,Kohima,25.580352,94.087368,BLK_KOH_R12_C24,37.593227,2443.921631,0.379152,4.764516,63.01,MODERATE,0.0341,DISSIMILAR_TERRAIN,"Slope (69%), TWI (8%), Curvature (0%), Relief (23%)",UNKNOWN,
KOH_02535,Kohima,25.584867,94.087409,BLK_KOH_R12_C24,35.298309,2277.400146,-0.332972,6.040094,84.77,HIGH,0.0964,DISSIMILAR_TERRAIN,"Slope (50%), TWI (15%), Curvature (18%), Relief (17%)",UNKNOWN,
KOH_02536,Kohima,25.589381,94.087449,BLK_KOH_R13_C24,35.823715,2428.099365,0.131589,5.092679,67.07,MODERATE,0.0922,DISSIMILAR_TERRAIN,"Slope (61%), TWI (10%), Curvature (7%), Relief (22%)",UNKNOWN,
KOH_02537,Kohima,25.593895,94.08749,BLK_KOH_R13_C24,32.311913,2208.19043,-0.158787,5.621036,74.46,HIGH,0.2228,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (14%), Curvature (15%), Relief (20%)",UNKNOWN,
KOH_02538,Kohima,25.59841,94.087531,BLK_KOH_R13_C24,24.041206,2045.996338,0.029036,5.948168,65.17,MODERATE,0.4458,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (19%), Curvature (11%), Relief (20%)",UNKNOWN,
KOH_02539,Kohima,25.602924,94.087572,BLK_KOH_R13_C24,20.539606,1975.921265,-0.030799,6.631767,65.28,MODERATE,0.4775,MODERATE_TERRAIN_SIMILARITY,"Slope (42%), TWI (25%), Curvature (13%), Relief (20%)",UNKNOWN,
KOH_02540,Kohima,25.607438,94.087613,BLK_KOH_R13_C24,27.907152,2132.541504,-0.128624,5.974465,70.66,HIGH,0.3754,LOW_TERRAIN_SIMILARITY,"Slope (47%), TWI (17%), Curvature (15%), Relief (21%)",UNKNOWN,
KOH_02541,Kohima,25.611953,94.087654,BLK_KOH_R13_C24,30.826164,2265.300537,0.146284,5.160341,62.26,MODERATE,0.1987,LOW_TERRAIN_SIMILARITY,"Slope (59%), TWI (12%), Curvature (7%), Relief (22%)",UNKNOWN,
KOH_02542,Kohima,25.616467,94.087694,BLK_KOH_R13_C24,30.041138,2114.453125,-0.080244,5.751184,71.21,HIGH,0.3439,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (15%), Curvature (13%), Relief (22%)",UNKNOWN,
KOH_02543,Kohima,25.620981,94.087735,BLK_KOH_R13_C24,33.56823,1913.874146,-0.08418,5.592355,74.18,HIGH,0.3378,LOW_TERRAIN_SIMILARITY,"Slope (54%), TWI (13%), Curvature (13%), Relief (20%)",UNKNOWN,
KOH_02544,Kohima,25.625496,94.087776,BLK_KOH_R13_C24,33.367588,1841.016113,-0.182395,5.345759,73.9,HIGH,0.3616,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (11%), Curvature (16%), Relief (20%)",UNKNOWN,
KOH_02545,Kohima,25.63001,94.087817,BLK_KOH_R14_C24,26.678122,1875.375854,-0.232934,6.334825,74.59,HIGH,0.4718,MODERATE_TERRAIN_SIMILARITY,"Slope (45%), TWI (20%), Curvature (17%), Relief (18%)",UNKNOWN,
KOH_02546,Kohima,25.634524,94.087858,BLK_KOH_R14_C24,26.807465,2102.098633,0.050826,5.635785,62.54,MODERATE,0.4136,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (16%), Curvature (10%), Relief (24%)",UNKNOWN,
KOH_02547,Kohima,25.639039,94.087899,BLK_KOH_R14_C24,29.79347,2156.195312,0.007297,5.259235,68.0,MODERATE,0.2381,LOW_TERRAIN_SIMILARITY,"Slope (56%), TWI (12%), Curvature (11%), Relief (21%)",UNKNOWN,
KOH_02548,Kohima,25.643553,94.08794,BLK_KOH_R14_C24,29.341408,1954.712769,-0.161191,5.880065,74.87,HIGH,0.3802,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (16%), Curvature (15%), Relief (20%)",UNKNOWN,
KOH_02549,Kohima,25.648067,94.087981,BLK_KOH_R14_C24,28.275391,1866.518433,0.178646,5.217438,61.62,MODERATE,0.4066,MODERATE_TERRAIN_SIMILARITY,"Slope (58%), TWI (12%), Curvature (6%), Relief (24%)",UNKNOWN,
KOH_02550,Kohima,25.652582,94.088022,BLK_KOH_R14_C24,19.947859,1742.249268,0.13272,5.524952,50.9,MODERATE,0.6582,MODERATE_TERRAIN_SIMILARITY,"Slope (54%), TWI (19%), Curvature (9%), Relief (18%)",UNKNOWN,
KOH_02551,Kohima,25.657096,94.088063,BLK_KOH_R14_C24,20.476339,1586.442871,0.061704,5.68037,56.24,MODERATE,0.8276,HIGH_TERRAIN_SIMILARITY,"Slope (48%), TWI (19%), Curvature (11%), Relief (22%)",UNKNOWN,
KOH_02552,Kohima,25.66161,94.088104,BLK_KOH_R14_C24,16.672628,1455.041016,0.060679,6.072723,52.03,MODERATE,0.7621,HIGH_TERRAIN_SIMILARITY,"Slope (44%), TWI (25%), Curvature (12%), Relief (19%)",UNKNOWN,
KOH_02553,Kohima,25.666125,94.088145,BLK_KOH_R14_C24,17.413378,1357.30127,-0.089085,6.364829,54.82,MODERATE,0.7468,MODERATE_TERRAIN_SIMILARITY,"Slope (42%), TWI (27%), Curvature (17%), Relief (14%)",UNKNOWN,
KOH_02554,Kohima,25.670639,94.088186,BLK_KOH_R14_C24,18.220844,1277.460205,-0.116293,6.55247,60.33,MODERATE,0.7808,HIGH_TERRAIN_SIMILARITY,"Slope (41%), TWI (26%), Curvature (17%), Relief (16%)",UNKNOWN,
KOH_02555,Kohima,25.675153,94.088227,BLK_KOH_R15_C24,15.071377,1226.636719,0.008702,6.344398,54.65,MODERATE,0.8115,HIGH_TERRAIN_SIMILARITY,"Slope (43%), TWI (27%), Curvature (13%), Relief (17%)",UNKNOWN,
KOH_02556,Kohima,25.679668,94.088268,BLK_KOH_R15_C24,12.441976,1155.855835,-0.109615,6.767561,50.58,MODERATE,0.3654,LOW_TERRAIN_SIMILARITY,"Slope (34%), TWI (34%), Curvature (20%), Relief (12%)",UNKNOWN,
KOH_02557,Kohima,25.684182,94.088309,BLK_KOH_R15_C24,14.472359,1118.091064,-0.089141,6.40072,52.69,MODERATE,0.608,MODERATE_TERRAIN_SIMILARITY,"Slope (38%), TWI (28%), Curvature (18%), Relief (16%)",UNKNOWN,
KOH_02558,Kohima,25.688696,94.08835,BLK_KOH_R15_C24,17.786161,1195.930542,0.04679,5.969415,51.27,MODERATE,0.6348,MODERATE_TERRAIN_SIMILARITY,"Slope (41%), TWI (24%), Curvature (13%), Relief (22%)",UNKNOWN,
KOH_02559,Kohima,25.693211,94.088391,BLK_KOH_R15_C24,16.134163,1231.003418,0.028416,6.1095,51.18,MODERATE,0.7259,MODERATE_TERRAIN_SIMILARITY,"Slope (42%), TWI (26%), Curvature (13%), Relief (19%)",UNKNOWN,
KOH_02560,Kohima,25.697725,94.088432,BLK_KOH_R15_C24,18.309444,1272.664795,-0.038072,6.11766,58.63,MODERATE,0.8201,HIGH_TERRAIN_SIMILARITY,"Slope (40%), TWI (23%), Curvature (14%), Relief (23%)",UNKNOWN,
KOH_02561,Kohima,25.702239,94.088473,BLK_KOH_R15_C24,18.991722,1337.929688,-0.020031,6.18564,55.41,MODERATE,0.7666,HIGH_TERRAIN_SIMILARITY,"Slope (42%), TWI (25%), Curvature (14%), Relief (19%)",UNKNOWN,
KOH_02562,Kohima,25.706753,94.088514,BLK_KOH_R15_C24,17.571512,1359.893921,0.045802,6.149126,50.86,MODERATE,0.6157,MODERATE_TERRAIN_SIMILARITY,"Slope (41%), TWI (26%), Curvature (13%), Relief (20%)",UNKNOWN,
KOH_02563,Kohima,25.711268,94.088555,BLK_KOH_R15_C24,18.253693,1383.109375,0.036594,5.806376,52.19,MODERATE,0.7444,MODERATE_TERRAIN_SIMILARITY,"Slope (44%), TWI (22%), Curvature (13%), Relief (21%)",UNKNOWN,
KOH_02564,Kohima,25.715782,94.088596,BLK_KOH_R15_C24,19.638523,1425.656738,0.187983,5.374713,48.22,LOW,0.7444,MODERATE_TERRAIN_SIMILARITY,"Slope (58%), TWI (18%), Curvature (7%), Relief (17%)",UNKNOWN,
KOH_02565,Kohima,25.720296,94.088637,BLK_KOH_R16_C24,13.45981,1337.544556,-0.056677,6.315109,48.36,LOW,0.502,MODERATE_TERRAIN_SIMILARITY,"Slope (38%), TWI (30%), Curvature (18%), Relief (14%)",UNKNOWN,
KOH_02566,Kohima,25.724811,94.088678,BLK_KOH_R16_C24,14.406412,1370.236084,-0.051158,6.276655,48.66,LOW,0.513,MODERATE_TERRAIN_SIMILARITY,"Slope (39%), TWI (29%), Curvature (18%), Relief (14%)",UNKNOWN,
KOH_02567,Kohima,25.729325,94.088719,BLK_KOH_R16_C24,15.654812,1451.323486,0.178918,5.598187,37.15,LOW,0.4505,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (27%), Curvature (9%), Relief (12%)",UNKNOWN,
KOH_02568,Kohima,25.733839,94.08876,BLK_KOH_R16_C24,16.923723,1410.18042,0.032111,5.905534,47.38,LOW,0.6783,MODERATE_TERRAIN_SIMILARITY,"Slope (45%), TWI (25%), Curvature (14%), Relief (16%)",UNKNOWN,
KOH_02569,Kohima,25.738353,94.088802,BLK_KOH_R16_C24,19.953884,1412.071411,0.150311,5.555625,47.72,LOW,0.8066,HIGH_TERRAIN_SIMILARITY,"Slope (55%), TWI (20%), Curvature (9%), Relief (16%)",UNKNOWN,
KOH_02570,Kohima,25.742868,94.088843,BLK_KOH_R16_C24,21.933268,1429.336548,0.224821,5.343497,45.82,LOW,0.7049,MODERATE_TERRAIN_SIMILARITY,"Slope (60%), TWI (18%), Curvature (5%), Relief (17%)",UNKNOWN,
KOH_02571,Kohima,25.747382,94.088884,BLK_KOH_R16_C24,19.434013,1337.276611,0.096827,5.74371,51.42,MODERATE,0.7831,HIGH_TERRAIN_SIMILARITY,"Slope (47%), TWI (21%), Curvature (10%), Relief (22%)",UNKNOWN,
KOH_02572,Kohima,25.751896,94.088925,BLK_KOH_R16_C24,19.225887,1229.255981,0.055539,5.640964,50.44,MODERATE,0.8467,HIGH_TERRAIN_SIMILARITY,"Slope (49%), TWI (20%), Curvature (12%), Relief (19%)",UNKNOWN,
KOH_02573,Kohima,25.756411,94.088966,BLK_KOH_R16_C24,17.008476,1156.708862,0.10026,5.710372,47.71,LOW,0.783,HIGH_TERRAIN_SIMILARITY,"Slope (49%), TWI (22%), Curvature (11%), Relief (18%)",UNKNOWN,
KOH_02574,Kohima,25.760925,94.089007,BLK_KOH_R16_C24,18.9454,1133.541382,0.008542,5.718853,52.07,MODERATE,0.9066,HIGH_TERRAIN_SIMILARITY,"Slope (49%), TWI (21%), Curvature (14%), Relief (16%)",UNKNOWN,
KOH_02575,Kohima,25.765439,94.089049,BLK_KOH_R17_C24,18.178467,1185.150024,-0.121974,6.190298,58.31,MODERATE,0.8832,HIGH_TERRAIN_SIMILARITY,"Slope (44%), TWI (23%), Curvature (18%), Relief (15%)",UNKNOWN,
KOH_02576,Kohima,25.769953,94.08909,BLK_KOH_R17_C24,22.95253,1264.80542,-0.049149,5.869797,60.4,MODERATE,0.9929,HIGH_TERRAIN_SIMILARITY,"Slope (49%), TWI (19%), Curvature (14%), Relief (18%)",UNKNOWN,
KOH_02577,Kohima,25.774468,94.089131,BLK_KOH_R17_C24,15.326613,1369.558594,0.005871,6.210845,52.14,MODERATE,0.6863,MODERATE_TERRAIN_SIMILARITY,"Slope (40%), TWI (27%), Curvature (14%), Relief (19%)",UNKNOWN,
KOH_02578,Kohima,25.778982,94.089172,BLK_KOH_R17_C24,13.837166,1449.113281,0.094312,5.929064,43.47,LOW,0.6082,MODERATE_TERRAIN_SIMILARITY,"Slope (46%), TWI (28%), Curvature (12%), Relief (14%)",UNKNOWN,
KOH_02579,Kohima,25.783496,94.089213,BLK_KOH_R17_C24,18.513239,1410.474243,0.090501,5.695496,50.08,MODERATE,0.7566,HIGH_TERRAIN_SIMILARITY,"Slope (47%), TWI (21%), Curvature (11%), Relief (21%)",UNKNOWN,
KOH_02580,Kohima,25.78801,94.089255,BLK_KOH_R17_C24,20.306162,1331.455444,0.163178,5.665913,53.18,MODERATE,0.8522,HIGH_TERRAIN_SIMILARITY,"Slope (51%), TWI (20%), Curvature (7%), Relief (22%)",UNKNOWN,
KOH_02581,Kohima,25.792525,94.089296,BLK_KOH_R17_C24,21.025005,1259.729614,0.0978,5.531048,59.09,MODERATE,0.7668,HIGH_TERRAIN_SIMILARITY,"Slope (53%), TWI (16%), Curvature (9%), Relief (22%)",UNKNOWN,
KOH_02582,Kohima,25.797039,94.089337,BLK_KOH_R17_C24,22.004652,1266.783569,0.097673,5.617602,54.42,MODERATE,0.9239,HIGH_TERRAIN_SIMILARITY,"Slope (51%), TWI (19%), Curvature (10%), Relief (20%)",UNKNOWN,
KOH_02583,Kohima,25.801553,94.089378,BLK_KOH_R17_C24,26.141136,1178.012695,-0.078289,5.9259,67.4,MODERATE,0.9593,HIGH_TERRAIN_SIMILARITY,"Slope (46%), TWI (18%), Curvature (14%), Relief (22%)",UNKNOWN,
KOH_02584,Kohima,25.806067,94.08942,BLK_KOH_R17_C24,23.931286,1138.25354,0.058459,5.737417,60.41,MODERATE,0.9508,HIGH_TERRAIN_SIMILARITY,"Slope (48%), TWI (18%), Curvature (10%), Relief (24%)",UNKNOWN,
KOH_02585,Kohima,25.810582,94.089461,BLK_KOH_R18_C24,24.01475,1123.356689,0.197596,5.402172,53.38,MODERATE,0.7778,HIGH_TERRAIN_SIMILARITY,"Slope (58%), TWI (16%), Curvature (6%), Relief (20%)",UNKNOWN,
