cell_id,district,latitude,longitude,spatial_block_id,slope_mean,elevation_mean,curvature_mean,twi_mean,terrain_susceptibility_score,terrain_susceptibility_class,pu_terrain_similarity,pu_similarity_class,primary_terrain_contributors,label_status,historical_event_id
AIZ_04859,Aizawl,23.933887,92.842518,BLK_AIZ_R20_C18,29.66411,418.557251,-0.021656,5.422864,67.49,MODERATE,0.3854,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (13%), Curvature (12%), Relief (22%)",UNKNOWN,
AIZ_04860,Aizawl,23.938403,92.842512,BLK_AIZ_R20_C18,28.824026,374.380035,-0.156739,5.494006,69.09,MODERATE,0.3656,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (14%), Curvature (16%), Relief (21%)",UNKNOWN,
AIZ_04861,Aizawl,23.942919,92.842507,BLK_AIZ_R20_C18,25.019732,388.454773,-0.010563,5.526851,57.71,MODERATE,0.4472,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (17%), Curvature (13%), Relief (18%)",UNKNOWN,
AIZ_04862,Aizawl,23.947435,92.842501,BLK_AIZ_R21_C18,22.654423,432.578003,-0.109075,5.727019,59.18,MODERATE,0.4874,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (18%), Curvature (17%), Relief (15%)",UNKNOWN,
AIZ_04863,Aizawl,23.951951,92.842496,BLK_AIZ_R21_C18,21.340921,502.760376,0.056469,5.548778,55.79,MODERATE,0.5355,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (17%), Curvature (11%), Relief (20%)",UNKNOWN,
AIZ_04864,Aizawl,23.956468,92.84249,BLK_AIZ_R21_C18,30.218767,434.044373,-0.05298,5.489833,69.56,MODERATE,0.3733,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (13%), Curvature (12%), Relief (22%)",UNKNOWN,
AIZ_04865,Aizawl,23.960984,92.842485,BLK_AIZ_R21_C18,29.257738,417.003418,0.213388,5.07949,60.21,MODERATE,0.28,LOW_TERRAIN_SIMILARITY,"Slope (59%), TWI (11%), Curvature (4%), Relief (26%)",UNKNOWN,
AIZ_04866,Aizawl,23.9655,92.842479,BLK_AIZ_R21_C18,31.142504,293.074982,-0.153736,5.600565,73.4,HIGH,0.2582,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (14%), Curvature (15%), Relief (20%)",UNKNOWN,
AIZ_04867,Aizawl,23.970016,92.842474,BLK_AIZ_R21_C18,28.656229,281.616455,0.092907,5.307229,65.34,MODERATE,0.2409,LOW_TERRAIN_SIMILARITY,"Slope (56%), TWI (13%), Curvature (8%), Relief (23%)",UNKNOWN,
AIZ_04868,Aizawl,23.974532,92.842468,BLK_AIZ_R21_C18,25.309383,227.684631,-0.056239,5.370862,59.95,MODERATE,0.3105,LOW_TERRAIN_SIMILARITY,"Slope (52%), TWI (14%), Curvature (15%), Relief (19%)",UNKNOWN,
AIZ_04869,Aizawl,23.979048,92.842463,BLK_AIZ_R21_C18,25.083447,237.688583,-0.110928,5.406335,62.62,MODERATE,0.3109,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (14%), Curvature (16%), Relief (20%)",UNKNOWN,
AIZ_04870,Aizawl,23.983565,92.842457,BLK_AIZ_R21_C18,20.929422,198.396103,0.09112,5.207425,49.79,LOW,0.2697,LOW_TERRAIN_SIMILARITY,"Slope (57%), TWI (15%), Curvature (11%), Relief (17%)",UNKNOWN,
AIZ_04871,Aizawl,23.988081,92.842452,BLK_AIZ_R21_C18,17.286512,157.817764,-0.038925,5.708636,48.99,LOW,0.2565,LOW_TERRAIN_SIMILARITY,"Slope (49%), TWI (22%), Curvature (17%), Relief (12%)",UNKNOWN,
AIZ_04872,Aizawl,23.992597,92.842446,BLK_AIZ_R22_C18,12.026869,136.64389,-0.047653,5.973808,42.97,LOW,0.1668,LOW_TERRAIN_SIMILARITY,"Slope (44%), TWI (29%), Curvature (20%), Relief (7%)",UNKNOWN,
AIZ_04873,Aizawl,23.997113,92.842441,BLK_AIZ_R22_C18,13.290402,144.541794,-0.006089,5.849027,44.03,LOW,0.1972,LOW_TERRAIN_SIMILARITY,"Slope (46%), TWI (26%), Curvature (17%), Relief (11%)",UNKNOWN,
AIZ_04874,Aizawl,24.001629,92.842435,BLK_AIZ_R22_C18,12.261077,149.074081,0.053626,6.020509,41.41,LOW,0.1524,LOW_TERRAIN_SIMILARITY,"Slope (44%), TWI (30%), Curvature (15%), Relief (11%)",UNKNOWN,
AIZ_04875,Aizawl,24.006145,92.84243,BLK_AIZ_R22_C18,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_04876,Aizawl,24.010661,92.842424,BLK_AIZ_R22_C18,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_04877,Aizawl,24.015177,92.842419,BLK_AIZ_R22_C18,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_04878,Aizawl,24.019694,92.842413,BLK_AIZ_R22_C18,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_04879,Aizawl,24.02421,92.842408,BLK_AIZ_R22_C18,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_04880,Aizawl,24.028726,92.842402,BLK_AIZ_R22_C18,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_04881,Aizawl,24.033242,92.842397,BLK_AIZ_R22_C18,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_04882,Aizawl,24.037715,92.842496,BLK_AIZ_R23_C18,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_04883,Aizawl,24.042105,92.842954,BLK_AIZ_R23_C18,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_04884,Aizawl,24.046517,92.843764,BLK_AIZ_R23_C18,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_04885,Aizawl,24.050223,92.844398,BLK_AIZ_R23_C18,,,,,,NODATA_BORDER,,NODATA_BORDER,NoData Terrain Boundary Cell,UNKNOWN,
AIZ_04886,Aizawl,23.547525,92.847885,BLK_AIZ_R12_C18,29.184467,1065.328247,0.261285,4.943216,50.68,MODERATE,0.5328,MODERATE_TERRAIN_SIMILARITY,"Slope (65%), TWI (12%), Curvature (3%), Relief (20%)",UNKNOWN,
AIZ_04887,Aizawl,23.550008,92.847877,BLK_AIZ_R12_C18,31.04147,1022.849304,0.256177,5.032867,58.77,MODERATE,0.4531,MODERATE_TERRAIN_SIMILARITY,"Slope (63%), TWI (11%), Curvature (3%), Relief (23%)",UNKNOWN,
AIZ_04888,Aizawl,23.554524,92.847872,BLK_AIZ_R12_C18,27.465599,919.232727,0.090228,5.36902,63.51,MODERATE,0.6947,MODERATE_TERRAIN_SIMILARITY,"Slope (54%), TWI (13%), Curvature (9%), Relief (24%)",UNKNOWN,
AIZ_04889,Aizawl,23.559041,92.847867,BLK_AIZ_R12_C18,24.432674,851.563782,-0.144754,6.09351,67.53,MODERATE,0.7828,HIGH_TERRAIN_SIMILARITY,"Slope (43%), TWI (19%), Curvature (16%), Relief (22%)",UNKNOWN,
AIZ_04890,Aizawl,23.563557,92.847862,BLK_AIZ_R12_C18,24.721905,983.331482,0.058904,5.69555,60.44,MODERATE,0.8937,HIGH_TERRAIN_SIMILARITY,"Slope (51%), TWI (18%), Curvature (10%), Relief (21%)",UNKNOWN,
AIZ_04891,Aizawl,23.568074,92.847857,BLK_AIZ_R12_C18,28.322216,987.267456,0.057233,5.411203,64.05,MODERATE,0.7775,HIGH_TERRAIN_SIMILARITY,"Slope (53%), TWI (14%), Curvature (10%), Relief (23%)",UNKNOWN,
AIZ_04892,Aizawl,23.57259,92.847851,BLK_AIZ_R12_C18,25.563492,869.798401,-0.025613,5.746177,63.79,MODERATE,0.8162,HIGH_TERRAIN_SIMILARITY,"Slope (51%), TWI (17%), Curvature (13%), Relief (19%)",UNKNOWN,
AIZ_04893,Aizawl,23.577106,92.847846,BLK_AIZ_R12_C18,33.723026,939.384399,-0.261695,5.667571,77.33,HIGH,0.4844,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (13%), Curvature (17%), Relief (20%)",UNKNOWN,
AIZ_04894,Aizawl,23.581623,92.847841,BLK_AIZ_R12_C18,26.481796,1158.450806,0.29098,5.05868,55.81,MODERATE,0.3758,LOW_TERRAIN_SIMILARITY,"Slope (66%), TWI (12%), Curvature (2%), Relief (20%)",UNKNOWN,
AIZ_04895,Aizawl,23.586139,92.847836,BLK_AIZ_R13_C18,30.131929,1137.555176,0.156908,5.280327,64.79,MODERATE,0.5397,MODERATE_TERRAIN_SIMILARITY,"Slope (58%), TWI (12%), Curvature (6%), Relief (24%)",UNKNOWN,
AIZ_04896,Aizawl,23.590655,92.847831,BLK_AIZ_R13_C18,30.739552,1187.229858,0.32685,5.049882,61.32,MODERATE,0.2883,LOW_TERRAIN_SIMILARITY,"Slope (65%), TWI (11%), Curvature (0%), Relief (24%)",UNKNOWN,
AIZ_04897,Aizawl,23.595172,92.847825,BLK_AIZ_R13_C18,28.146425,1140.757446,0.150059,5.338644,65.27,MODERATE,0.4967,MODERATE_TERRAIN_SIMILARITY,"Slope (58%), TWI (13%), Curvature (6%), Relief (23%)",UNKNOWN,
AIZ_04898,Aizawl,23.599688,92.84782,BLK_AIZ_R13_C18,35.075787,1128.955566,0.19118,5.018302,66.63,MODERATE,0.305,LOW_TERRAIN_SIMILARITY,"Slope (63%), TWI (10%), Curvature (5%), Relief (22%)",UNKNOWN,
AIZ_04899,Aizawl,23.604205,92.847815,BLK_AIZ_R13_C18,35.510117,966.776733,-0.241078,5.717996,81.83,HIGH,0.2812,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (13%), Curvature (16%), Relief (18%)",UNKNOWN,
AIZ_04900,Aizawl,23.608721,92.84781,BLK_AIZ_R13_C18,35.557709,940.221069,0.10452,5.073003,67.53,MODERATE,0.3941,LOW_TERRAIN_SIMILARITY,"Slope (60%), TWI (10%), Curvature (8%), Relief (22%)",UNKNOWN,
AIZ_04901,Aizawl,23.613237,92.847804,BLK_AIZ_R13_C18,32.412762,920.505371,-0.213615,5.643632,74.74,HIGH,0.5739,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (14%), Curvature (16%), Relief (20%)",UNKNOWN,
AIZ_04902,Aizawl,23.617754,92.847799,BLK_AIZ_R13_C18,33.426613,1054.862305,0.334087,4.844352,60.17,MODERATE,0.2704,LOW_TERRAIN_SIMILARITY,"Slope (66%), TWI (9%), Curvature (0%), Relief (25%)",UNKNOWN,
AIZ_04903,Aizawl,23.62227,92.847794,BLK_AIZ_R13_C18,36.451107,985.810425,0.023548,5.205656,71.05,HIGH,0.4043,MODERATE_TERRAIN_SIMILARITY,"Slope (58%), TWI (11%), Curvature (10%), Relief (21%)",UNKNOWN,
AIZ_04904,Aizawl,23.626786,92.847789,BLK_AIZ_R13_C18,28.74139,844.271851,0.06147,5.493736,64.99,MODERATE,0.7011,MODERATE_TERRAIN_SIMILARITY,"Slope (53%), TWI (14%), Curvature (9%), Relief (24%)",UNKNOWN,
AIZ_04905,Aizawl,23.631303,92.847784,BLK_AIZ_R14_C18,21.830048,804.831787,-0.080132,5.965308,63.35,MODERATE,0.8093,HIGH_TERRAIN_SIMILARITY,"Slope (45%), TWI (19%), Curvature (15%), Relief (21%)",UNKNOWN,
AIZ_04906,Aizawl,23.635819,92.847778,BLK_AIZ_R14_C18,26.49917,763.825928,0.10277,5.400089,61.01,MODERATE,0.681,MODERATE_TERRAIN_SIMILARITY,"Slope (53%), TWI (14%), Curvature (9%), Relief (24%)",UNKNOWN,
AIZ_04907,Aizawl,23.640335,92.847773,BLK_AIZ_R14_C18,30.34869,644.178101,-0.033401,5.594289,69.18,MODERATE,0.5468,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (14%), Curvature (12%), Relief (22%)",UNKNOWN,
AIZ_04908,Aizawl,23.644852,92.847768,BLK_AIZ_R14_C18,29.36552,668.821655,-0.092598,5.45309,68.41,MODERATE,0.5759,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (13%), Curvature (14%), Relief (22%)",UNKNOWN,
AIZ_04909,Aizawl,23.649368,92.847763,BLK_AIZ_R14_C18,30.735559,662.109009,-0.039705,5.563135,71.01,HIGH,0.468,MODERATE_TERRAIN_SIMILARITY,"Slope (53%), TWI (14%), Curvature (12%), Relief (21%)",UNKNOWN,
AIZ_04910,Aizawl,23.653884,92.847757,BLK_AIZ_R14_C18,31.070255,629.022644,-0.013483,5.300952,65.91,MODERATE,0.494,MODERATE_TERRAIN_SIMILARITY,"Slope (55%), TWI (12%), Curvature (12%), Relief (21%)",UNKNOWN,
AIZ_04911,Aizawl,23.658401,92.847752,BLK_AIZ_R14_C18,28.726818,570.946777,-0.26586,5.689648,71.27,HIGH,0.3634,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (15%), Curvature (19%), Relief (15%)",UNKNOWN,
AIZ_04912,Aizawl,23.662917,92.847747,BLK_AIZ_R14_C18,27.573877,608.583984,0.093932,5.258488,59.56,MODERATE,0.5153,MODERATE_TERRAIN_SIMILARITY,"Slope (57%), TWI (13%), Curvature (9%), Relief (21%)",UNKNOWN,
AIZ_04913,Aizawl,23.667433,92.847742,BLK_AIZ_R14_C18,25.826456,606.138733,0.002235,5.435962,60.31,MODERATE,0.6111,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (15%), Curvature (12%), Relief (22%)",UNKNOWN,
AIZ_04914,Aizawl,23.67195,92.847737,BLK_AIZ_R14_C18,27.9907,597.998108,-0.189434,5.326763,65.54,MODERATE,0.5017,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (13%), Curvature (18%), Relief (19%)",UNKNOWN,
AIZ_04915,Aizawl,23.676466,92.847731,BLK_AIZ_R15_C18,26.933163,626.456665,-0.160337,5.577002,64.29,MODERATE,0.5858,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (15%), Curvature (17%), Relief (18%)",UNKNOWN,
AIZ_04916,Aizawl,23.680982,92.847726,BLK_AIZ_R15_C18,26.232231,717.324951,-0.145287,5.582747,65.78,MODERATE,0.6717,MODERATE_TERRAIN_SIMILARITY,"Slope (48%), TWI (15%), Curvature (16%), Relief (21%)",UNKNOWN,
AIZ_04917,Aizawl,23.685499,92.847721,BLK_AIZ_R15_C18,27.020584,801.336121,0.076688,5.234396,61.74,MODERATE,0.601,MODERATE_TERRAIN_SIMILARITY,"Slope (56%), TWI (12%), Curvature (9%), Relief (23%)",UNKNOWN,
AIZ_04918,Aizawl,23.690015,92.847716,BLK_AIZ_R15_C18,27.497805,759.527893,0.21006,5.115754,58.39,MODERATE,0.5129,MODERATE_TERRAIN_SIMILARITY,"Slope (58%), TWI (12%), Curvature (5%), Relief (25%)",UNKNOWN,
AIZ_04919,Aizawl,23.694531,92.84771,BLK_AIZ_R15_C18,30.84701,635.671509,0.078268,5.344915,65.86,MODERATE,0.4713,MODERATE_TERRAIN_SIMILARITY,"Slope (56%), TWI (13%), Curvature (9%), Relief (22%)",UNKNOWN,
AIZ_04920,Aizawl,23.699048,92.847705,BLK_AIZ_R15_C18,28.854507,519.348877,-0.118156,5.325281,69.01,MODERATE,0.405,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (12%), Curvature (15%), Relief (21%)",UNKNOWN,
AIZ_04921,Aizawl,23.703564,92.8477,BLK_AIZ_R15_C18,26.650352,513.95813,0.020085,5.380268,61.41,MODERATE,0.4955,MODERATE_TERRAIN_SIMILARITY,"Slope (54%), TWI (14%), Curvature (11%), Relief (21%)",UNKNOWN,
AIZ_04922,Aizawl,23.70808,92.847695,BLK_AIZ_R15_C18,21.528486,599.534668,0.019981,5.646545,56.58,MODERATE,0.6368,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (18%), Curvature (12%), Relief (19%)",UNKNOWN,
AIZ_04923,Aizawl,23.712596,92.847689,BLK_AIZ_R15_C18,27.989517,691.237305,0.267141,5.015036,55.3,MODERATE,0.3753,LOW_TERRAIN_SIMILARITY,"Slope (64%), TWI (11%), Curvature (3%), Relief (22%)",UNKNOWN,
AIZ_04924,Aizawl,23.717113,92.847684,BLK_AIZ_R15_C18,34.844296,656.307007,-0.108282,5.293114,71.78,HIGH,0.4033,MODERATE_TERRAIN_SIMILARITY,"Slope (54%), TWI (11%), Curvature (14%), Relief (21%)",UNKNOWN,
AIZ_04925,Aizawl,23.721629,92.847679,BLK_AIZ_R16_C18,33.466496,584.681396,0.096295,5.320208,67.32,MODERATE,0.3688,LOW_TERRAIN_SIMILARITY,"Slope (58%), TWI (12%), Curvature (8%), Relief (22%)",UNKNOWN,
AIZ_04926,Aizawl,23.726145,92.847674,BLK_AIZ_R16_C18,32.511204,576.658325,-0.069956,5.227923,70.06,HIGH,0.3774,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (11%), Curvature (13%), Relief (21%)",UNKNOWN,
AIZ_04927,Aizawl,23.730662,92.847668,BLK_AIZ_R16_C18,32.768238,694.792419,0.183174,5.041165,62.49,MODERATE,0.3824,LOW_TERRAIN_SIMILARITY,"Slope (60%), TWI (10%), Curvature (5%), Relief (25%)",UNKNOWN,
AIZ_04928,Aizawl,23.735178,92.847663,BLK_AIZ_R16_C18,32.518467,690.589355,0.013299,5.162138,66.3,MODERATE,0.4825,MODERATE_TERRAIN_SIMILARITY,"Slope (56%), TWI (11%), Curvature (11%), Relief (22%)",UNKNOWN,
AIZ_04929,Aizawl,23.739694,92.847658,BLK_AIZ_R16_C18,31.401243,532.904114,-0.095861,5.707661,72.14,HIGH,0.4058,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (15%), Curvature (13%), Relief (20%)",UNKNOWN,
AIZ_04930,Aizawl,23.74421,92.847653,BLK_AIZ_R16_C18,32.905037,612.117432,0.069197,5.181001,66.43,MODERATE,0.3932,LOW_TERRAIN_SIMILARITY,"Slope (57%), TWI (11%), Curvature (9%), Relief (23%)",UNKNOWN,
AIZ_04931,Aizawl,23.748727,92.847647,BLK_AIZ_R16_C18,33.943512,597.081909,-0.002637,5.051423,68.87,MODERATE,0.3203,LOW_TERRAIN_SIMILARITY,"Slope (58%), TWI (10%), Curvature (11%), Relief (21%)",UNKNOWN,
AIZ_04932,Aizawl,23.753243,92.847642,BLK_AIZ_R16_C18,33.35041,587.424194,-0.240617,5.532674,76.75,HIGH,0.3206,LOW_TERRAIN_SIMILARITY,"Slope (51%), TWI (12%), Curvature (17%), Relief (20%)",UNKNOWN,
AIZ_04933,Aizawl,23.757759,92.847637,BLK_AIZ_R16_C18,31.612448,673.423279,0.003647,5.369685,67.02,MODERATE,0.5346,MODERATE_TERRAIN_SIMILARITY,"Slope (54%), TWI (13%), Curvature (11%), Relief (22%)",UNKNOWN,
AIZ_04934,Aizawl,23.762276,92.847632,BLK_AIZ_R16_C18,30.915783,705.601013,0.07429,5.222433,65.01,MODERATE,0.5009,MODERATE_TERRAIN_SIMILARITY,"Slope (56%), TWI (12%), Curvature (9%), Relief (23%)",UNKNOWN,
AIZ_04935,Aizawl,23.766792,92.847626,BLK_AIZ_R17_C18,31.931026,665.242493,0.237059,5.058544,60.5,MODERATE,0.3644,LOW_TERRAIN_SIMILARITY,"Slope (61%), TWI (11%), Curvature (4%), Relief (24%)",UNKNOWN,
AIZ_04936,Aizawl,23.771308,92.847621,BLK_AIZ_R17_C18,32.980442,661.02771,0.010725,5.263745,68.09,MODERATE,0.4469,MODERATE_TERRAIN_SIMILARITY,"Slope (56%), TWI (12%), Curvature (11%), Relief (21%)",UNKNOWN,
AIZ_04937,Aizawl,23.775824,92.847616,BLK_AIZ_R17_C18,30.195398,636.116272,-0.011777,5.228199,65.51,MODERATE,0.5198,MODERATE_TERRAIN_SIMILARITY,"Slope (54%), TWI (12%), Curvature (12%), Relief (22%)",UNKNOWN,
AIZ_04938,Aizawl,23.780341,92.847611,BLK_AIZ_R17_C18,22.467247,700.15448,0.168936,5.44128,52.53,MODERATE,0.6194,MODERATE_TERRAIN_SIMILARITY,"Slope (56%), TWI (17%), Curvature (7%), Relief (20%)",UNKNOWN,
AIZ_04939,Aizawl,23.784857,92.847605,BLK_AIZ_R17_C18,26.474653,652.73584,0.045161,5.40304,60.38,MODERATE,0.6287,MODERATE_TERRAIN_SIMILARITY,"Slope (51%), TWI (15%), Curvature (11%), Relief (23%)",UNKNOWN,
AIZ_04940,Aizawl,23.789373,92.8476,BLK_AIZ_R17_C18,29.080175,535.07251,0.049908,5.332846,62.37,MODERATE,0.4834,MODERATE_TERRAIN_SIMILARITY,"Slope (55%), TWI (13%), Curvature (10%), Relief (22%)",UNKNOWN,
AIZ_04941,Aizawl,23.793889,92.847595,BLK_AIZ_R17_C18,29.7953,459.340637,-0.098513,5.407239,66.38,MODERATE,0.4096,MODERATE_TERRAIN_SIMILARITY,"Slope (53%), TWI (13%), Curvature (15%), Relief (19%)",UNKNOWN,
AIZ_04942,Aizawl,23.798406,92.84759,BLK_AIZ_R17_C18,28.6325,410.06192,-0.069896,5.371809,65.35,MODERATE,0.3866,LOW_TERRAIN_SIMILARITY,"Slope (53%), TWI (13%), Curvature (14%), Relief (20%)",UNKNOWN,
AIZ_04943,Aizawl,23.802922,92.847584,BLK_AIZ_R17_C18,27.389414,359.395386,-0.125995,5.52409,64.37,MODERATE,0.3828,LOW_TERRAIN_SIMILARITY,"Slope (52%), TWI (15%), Curvature (16%), Relief (17%)",UNKNOWN,
AIZ_04944,Aizawl,23.807438,92.847579,BLK_AIZ_R17_C18,21.44067,365.067566,0.078907,5.498331,54.6,MODERATE,0.4163,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (17%), Curvature (10%), Relief (21%)",UNKNOWN,
AIZ_04945,Aizawl,23.811954,92.847574,BLK_AIZ_R18_C18,22.935226,321.117706,0.134189,5.336043,52.91,MODERATE,0.3415,LOW_TERRAIN_SIMILARITY,"Slope (52%), TWI (16%), Curvature (8%), Relief (24%)",UNKNOWN,
AIZ_04946,Aizawl,23.816471,92.847568,BLK_AIZ_R18_C18,21.71604,262.594238,0.119947,5.459438,49.12,LOW,0.3194,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (19%), Curvature (10%), Relief (16%)",UNKNOWN,
AIZ_04947,Aizawl,23.820987,92.847563,BLK_AIZ_R18_C18,24.301727,229.300842,0.121712,5.369531,55.71,MODERATE,0.2907,LOW_TERRAIN_SIMILARITY,"Slope (56%), TWI (15%), Curvature (9%), Relief (20%)",UNKNOWN,
AIZ_04948,Aizawl,23.825503,92.847558,BLK_AIZ_R18_C18,16.521915,154.185806,-0.165621,6.296338,54.47,MODERATE,0.2215,LOW_TERRAIN_SIMILARITY,"Slope (43%), TWI (26%), Curvature (21%), Relief (10%)",UNKNOWN,
AIZ_04949,Aizawl,23.830019,92.847553,BLK_AIZ_R18_C18,15.39553,163.438843,-0.067296,6.453933,57.4,MODERATE,0.2379,LOW_TERRAIN_SIMILARITY,"Slope (42%), TWI (27%), Curvature (16%), Relief (15%)",UNKNOWN,
AIZ_04950,Aizawl,23.834535,92.847547,BLK_AIZ_R18_C18,19.688374,183.66806,-0.101705,6.262446,60.12,MODERATE,0.2839,LOW_TERRAIN_SIMILARITY,"Slope (44%), TWI (24%), Curvature (16%), Relief (16%)",UNKNOWN,
AIZ_04951,Aizawl,23.839052,92.847542,BLK_AIZ_R18_C18,24.889511,284.850128,0.08326,5.440513,58.73,MODERATE,0.342,LOW_TERRAIN_SIMILARITY,"Slope (50%), TWI (15%), Curvature (10%), Relief (25%)",UNKNOWN,
AIZ_04952,Aizawl,23.843568,92.847537,BLK_AIZ_R18_C18,23.265406,303.296631,0.058674,5.373549,59.09,MODERATE,0.3124,LOW_TERRAIN_SIMILARITY,"Slope (55%), TWI (15%), Curvature (10%), Relief (20%)",UNKNOWN,
AIZ_04953,Aizawl,23.848084,92.847532,BLK_AIZ_R18_C18,22.446857,248.718201,-0.215355,5.906868,64.94,MODERATE,0.2994,LOW_TERRAIN_SIMILARITY,"Slope (47%), TWI (18%), Curvature (19%), Relief (16%)",UNKNOWN,
AIZ_04954,Aizawl,23.8526,92.847526,BLK_AIZ_R18_C18,20.004023,254.537628,-0.262698,6.482594,63.07,MODERATE,0.2636,LOW_TERRAIN_SIMILARITY,"Slope (43%), TWI (25%), Curvature (21%), Relief (11%)",UNKNOWN,
AIZ_04955,Aizawl,23.857117,92.847521,BLK_AIZ_R19_C18,25.817228,328.312347,-0.056506,5.868305,66.84,MODERATE,0.3987,LOW_TERRAIN_SIMILARITY,"Slope (48%), TWI (17%), Curvature (13%), Relief (22%)",UNKNOWN,
AIZ_04956,Aizawl,23.861633,92.847516,BLK_AIZ_R19_C18,27.982864,388.841675,-0.116798,5.668537,68.81,MODERATE,0.4121,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (15%), Curvature (15%), Relief (21%)",UNKNOWN,
AIZ_04957,Aizawl,23.866149,92.84751,BLK_AIZ_R19_C18,28.068373,527.478333,0.059236,5.340845,62.95,MODERATE,0.4925,MODERATE_TERRAIN_SIMILARITY,"Slope (53%), TWI (13%), Curvature (10%), Relief (24%)",UNKNOWN,
AIZ_04958,Aizawl,23.870665,92.847505,BLK_AIZ_R19_C18,26.794462,567.361938,0.138013,5.330727,56.41,MODERATE,0.5111,MODERATE_TERRAIN_SIMILARITY,"Slope (55%), TWI (15%), Curvature (8%), Relief (22%)",UNKNOWN,
AIZ_04959,Aizawl,23.875181,92.8475,BLK_AIZ_R19_C18,28.604977,583.140686,0.185297,5.029481,56.36,MODERATE,0.4195,MODERATE_TERRAIN_SIMILARITY,"Slope (59%), TWI (11%), Curvature (6%), Relief (24%)",UNKNOWN,
AIZ_04960,Aizawl,23.879698,92.847495,BLK_AIZ_R19_C18,29.999416,552.05127,-0.056133,5.302629,66.06,MODERATE,0.4886,MODERATE_TERRAIN_SIMILARITY,"Slope (52%), TWI (12%), Curvature (13%), Relief (23%)",UNKNOWN,
AIZ_04961,Aizawl,23.884214,92.847489,BLK_AIZ_R19_C18,26.613594,450.398102,-0.101213,5.692028,67.08,MODERATE,0.4678,MODERATE_TERRAIN_SIMILARITY,"Slope (49%), TWI (16%), Curvature (15%), Relief (20%)",UNKNOWN,
AIZ_04962,Aizawl,23.88873,92.847484,BLK_AIZ_R19_C18,27.629206,444.537506,-0.054023,5.637853,67.24,MODERATE,0.4637,MODERATE_TERRAIN_SIMILARITY,"Slope (50%), TWI (15%), Curvature (13%), Relief (22%)",UNKNOWN,
AIZ_04963,Aizawl,23.893246,92.847479,BLK_AIZ_R19_C18,28.645458,524.242737,0.091691,5.270313,64.1,MODERATE,0.3693,LOW_TERRAIN_SIMILARITY,"Slope (57%), TWI (12%), Curvature (8%), Relief (23%)",UNKNOWN,
AIZ_04964,Aizawl,23.897762,92.847473,BLK_AIZ_R19_C18,34.153973,481.77832,0.08218,5.087207,66.44,MODERATE,0.2882,LOW_TERRAIN_SIMILARITY,"Slope (59%), TWI (10%), Curvature (9%), Relief (22%)",UNKNOWN,
AIZ_04965,Aizawl,23.902279,92.847468,BLK_AIZ_R20_C18,31.444061,416.15976,0.017539,5.258811,67.24,MODERATE,0.3188,LOW_TERRAIN_SIMILARITY,"Slope (56%), TWI (12%), Curvature (11%), Relief (21%)",UNKNOWN,
