cell_id,district,ffsi_score,ffsi_class,primary_contributor,status
KOH_00309,Kohima,58.73,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00310,Kohima,56.6,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00311,Kohima,57.85,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00312,Kohima,65.33,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00313,Kohima,78.57,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00314,Kohima,22.21,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00315,Kohima,19.22,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00316,Kohima,13.02,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00317,Kohima,17.52,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00318,Kohima,22.56,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00319,Kohima,21.8,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00320,Kohima,59.58,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00321,Kohima,51.26,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00322,Kohima,11.13,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00323,Kohima,15.97,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00324,Kohima,53.84,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00325,Kohima,58.39,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00326,Kohima,22.77,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00327,Kohima,15.67,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00328,Kohima,16.15,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00329,Kohima,55.8,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00330,Kohima,65.01,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00331,Kohima,67.84,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00332,Kohima,41.25,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00333,Kohima,13.91,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00334,Kohima,20.74,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00335,Kohima,16.37,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00336,Kohima,59.34,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00337,Kohima,57.63,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00338,Kohima,41.35,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00339,Kohima,60.32,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00340,Kohima,,,,INSUFFICIENT_DATA
KOH_00341,Kohima,73.79,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00342,Kohima,69.81,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00343,Kohima,57.25,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00344,Kohima,20.39,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00345,Kohima,17.04,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00346,Kohima,17.72,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00347,Kohima,59.86,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00348,Kohima,57.05,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00349,Kohima,19.31,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00350,Kohima,18.29,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00351,Kohima,15.03,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00352,Kohima,15.85,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00353,Kohima,20.92,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00354,Kohima,61.01,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00355,Kohima,59.97,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00356,Kohima,67.34,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00357,Kohima,72.93,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00358,Kohima,22.48,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00359,Kohima,15.73,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00360,Kohima,12.53,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00361,Kohima,14.71,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00362,Kohima,22.95,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00363,Kohima,24.26,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00364,Kohima,16.68,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00365,Kohima,17.73,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00366,Kohima,61.98,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00367,Kohima,60.79,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00368,Kohima,63.08,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00369,Kohima,63.81,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00370,Kohima,19.74,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00371,Kohima,14.0,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00372,Kohima,60.54,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00373,Kohima,62.82,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00374,Kohima,67.42,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00375,Kohima,23.1,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00376,Kohima,21.86,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00377,Kohima,17.46,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00378,Kohima,14.0,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00379,Kohima,13.9,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00380,Kohima,17.75,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00381,Kohima,19.54,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00382,Kohima,12.73,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00383,Kohima,62.95,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00384,Kohima,59.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00385,Kohima,63.72,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00386,Kohima,63.91,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00387,Kohima,24.26,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00388,Kohima,14.57,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00389,Kohima,17.0,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00390,Kohima,21.72,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00391,Kohima,20.59,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00392,Kohima,60.76,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00393,Kohima,65.44,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00394,Kohima,64.52,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00395,Kohima,19.33,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00396,Kohima,14.62,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00397,Kohima,19.96,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00398,Kohima,57.22,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00399,Kohima,56.93,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00400,Kohima,65.45,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00401,Kohima,68.98,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00402,Kohima,58.65,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00403,Kohima,18.54,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00404,Kohima,18.12,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00405,Kohima,14.73,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00406,Kohima,16.16,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00407,Kohima,59.78,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00408,Kohima,15.72,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00409,Kohima,17.53,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00410,Kohima,17.54,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00411,Kohima,13.81,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00412,Kohima,10.74,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00413,Kohima,61.13,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00414,Kohima,67.47,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00415,Kohima,64.04,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00416,Kohima,62.08,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00417,Kohima,16.41,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00418,Kohima,67.36,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00419,Kohima,64.65,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00420,Kohima,22.4,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00421,Kohima,14.43,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00422,Kohima,20.72,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00423,Kohima,17.68,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00424,Kohima,47.86,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00425,Kohima,63.95,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00426,Kohima,53.6,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00427,Kohima,65.76,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00428,Kohima,42.13,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00429,Kohima,29.2,VERY_LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00430,Kohima,14.28,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00431,Kohima,65.74,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00432,Kohima,26.74,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00433,Kohima,15.42,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00434,Kohima,17.74,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00435,Kohima,16.69,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00436,Kohima,11.81,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00437,Kohima,16.1,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00438,Kohima,21.15,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00439,Kohima,62.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00440,Kohima,41.36,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00441,Kohima,15.93,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00442,Kohima,40.02,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00443,Kohima,53.24,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00444,Kohima,63.5,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00445,Kohima,47.16,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00446,Kohima,64.61,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00447,Kohima,59.41,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00448,Kohima,59.94,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00449,Kohima,19.47,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00450,Kohima,16.81,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00451,Kohima,11.96,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00452,Kohima,55.38,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00453,Kohima,58.2,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00454,Kohima,12.47,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00455,Kohima,15.74,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00456,Kohima,14.72,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00457,Kohima,59.59,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00458,Kohima,62.17,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00459,Kohima,62.23,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00460,Kohima,37.18,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00461,Kohima,19.08,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00462,Kohima,16.65,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00463,Kohima,37.14,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00464,Kohima,65.93,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00465,Kohima,22.9,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00466,Kohima,11.77,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00467,Kohima,57.98,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00468,Kohima,42.63,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00469,Kohima,17.47,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00470,Kohima,68.16,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00471,Kohima,66.13,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00472,Kohima,63.96,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00473,Kohima,22.77,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00474,Kohima,55.88,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00475,Kohima,49.63,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00476,Kohima,,,,INSUFFICIENT_DATA
KOH_00477,Kohima,,,,INSUFFICIENT_DATA
KOH_00478,Kohima,9.03,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00479,Kohima,60.7,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00480,Kohima,67.51,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00481,Kohima,70.08,HIGH,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00482,Kohima,43.07,LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00483,Kohima,53.36,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00484,Kohima,59.21,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00485,Kohima,61.66,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00486,Kohima,61.04,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00487,Kohima,19.68,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00488,Kohima,18.28,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00489,Kohima,14.56,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00490,Kohima,17.81,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00491,Kohima,55.44,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00492,Kohima,59.68,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00493,Kohima,62.15,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00494,Kohima,64.58,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00495,Kohima,69.48,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00496,Kohima,64.54,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00497,Kohima,56.38,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00498,Kohima,18.82,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00499,Kohima,13.25,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00500,Kohima,55.07,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00501,Kohima,55.98,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00502,Kohima,16.79,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00503,Kohima,55.82,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00504,Kohima,65.84,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00505,Kohima,61.26,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00506,Kohima,14.54,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00507,Kohima,56.62,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00508,Kohima,65.87,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00509,Kohima,20.43,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00510,Kohima,12.12,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00511,Kohima,29.43,VERY_LOW,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00512,Kohima,66.17,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00513,Kohima,20.76,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00514,Kohima,11.57,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00515,Kohima,22.11,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00516,Kohima,68.07,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00517,Kohima,65.29,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00518,Kohima,66.53,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00519,Kohima,20.4,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00520,Kohima,21.39,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00521,Kohima,23.23,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00522,Kohima,17.47,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00523,Kohima,57.46,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00524,Kohima,60.09,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00525,Kohima,27.76,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00526,Kohima,19.41,VERY_LOW,High topographic wetness convergence,AVAILABLE
KOH_00527,Kohima,61.08,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00528,Kohima,51.35,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00529,Kohima,9.22,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00530,Kohima,,,,INSUFFICIENT_DATA
KOH_00531,Kohima,14.23,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00532,Kohima,15.27,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00533,Kohima,64.17,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00534,Kohima,64.75,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00535,Kohima,64.76,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00536,Kohima,57.27,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00537,Kohima,11.75,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00538,Kohima,60.45,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
KOH_00539,Kohima,21.57,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00540,Kohima,12.51,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00541,Kohima,16.74,VERY_LOW,Large upstream contributing catchment,AVAILABLE
KOH_00542,Kohima,56.13,MODERATE,Low elevation above nearest drainage (HAND),AVAILABLE
